iter	MultiClass
335	0.3299153175
336	0.3292042265
337	0.3284613185
338	0.3279495513
339	0.3272308141
340	0.3261853139
341	0.3255671186
342	0.3240731378
343	0.3237716932
344	0.322361956
345	0.3219869038
346	0.3212423194
347	0.320214362
348	0.3192555749
349	0.3178337582
350	0.3166619434
351	0.3158196055
352	0.3146619201
353	0.3140888938
354	0.3127013842
355	0.3119475539
356	0.3115655037
357	0.3107823794
358	0.3103536278
359	0.3098327463
360	0.3091069042
361	0.3081936792
362	0.3076030741
363	0.3068731396
364	0.3062872595
365	0.3053747611
366	0.3040271422
367	0.3033741861
368	0.3027794481
369	0.302104797
370	0.3014456789
371	0.3006267676
372	0.3001324621
373	0.2998759302
374	0.2987652056
375	0.2979628226
376	0.297375906
377	0.2969070607
378	0.2961980189
379	0.2957766447
380	0.2955188605
381	0.2951297924
382	0.29455746
383	0.2937137442
384	0.2930573291
385	0.2922241335
386	0.2917383197
387	0.2909279846
388	0.2900240252
389	0.2895290814
390	0.2890002134
391	0.2882078244
392	0.2874349744
393	0.2862710793
394	0.2857504984
395	0.2852474339
396	0.2847646031
397	0.2841446224
398	0.2836980769
399	0.2832239119
400	0.2826124401
401	0.2820521508
402	0.2815935683
403	0.2811612279
404	0.2802872397
405	0.2797954793
406	0.2791516281
407	0.2785441323
408	0.2775343685
409	0.2766178264
410	0.2761418927
411	0.2754180457
412	0.2746595752
413	0.2741344355
414	0.2734424214
415	0.2729062116
416	0.2723555833
417	0.2716459152
418	0.270877593
419	0.2705265334
420	0.2699573014
421	0.269219316
422	0.2685361223
423	0.2680738252
424	0.2677662711
425	0.2670582694
426	0.2666807173
427	0.2663014018
428	0.2658712312
429	0.265388987
430	0.2651035979
431	0.2647675293
432	0.264113655
433	0.2634181337
434	0.2627522318
435	0.2622063143
436	0.2617625452
437	0.261078925
438	0.2607863851
439	0.2598695843
440	0.2594311813
441	0.2590061102
442	0.2586764334
443	0.2583626878
444	0.2578877645
445	0.2572158037
446	0.25684967
447	0.2565613968
448	0.2559414926
449	0.2554652691
450	0.2548273065
451	0.2543380626
452	0.2538380323
453	0.2533200369
454	0.2526332227
455	0.2522590409
456	0.2519085019
457	0.2513986386
458	0.2508929905
459	0.2502337334
460	0.2497314475
461	0.2489996142
462	0.2488093563
463	0.2480939165
464	0.247467724
465	0.246823593
466	0.2465758574
467	0.2458185075
468	0.2455988542
469	0.2450251381
470	0.2442194538
471	0.243894654
472	0.2431224749
473	0.2424828932
474	0.2417304827
475	0.2413707842
476	0.2409356647
477	0.2399679883
478	0.2396730835
479	0.2390112122
480	0.23870875
481	0.2384073329
482	0.2379970985
483	0.2375114867
484	0.2366095722
485	0.2363578123
486	0.2357648515
487	0.2352883298
488	0.2349841491
489	0.2346853753
490	0.2342098767
491	0.233671579
492	0.2330253834
493	0.2328524492
494	0.2325731735
495	0.232223474
496	0.2319304135
497	0.2315139143
498	0.2311071619
499	0.2305713368
500	0.2302708809
501	0.2297673369
502	0.2292817655
503	0.2286897547
504	0.2279592521
505	0.227295319
506	0.227087752
507	0.2266381491
508	0.226226527
509	0.2258309001
510	0.2253383377
511	0.2249138963
512	0.2245534621
513	0.2240618861
514	0.2236849475
515	0.2229870336
516	0.2227350674
517	0.2220178493
518	0.2216806698
519	0.2214093274
520	0.221056434
521	0.2207195067
522	0.2204147816
523	0.2199080458
524	0.219440189
525	0.2188343466
526	0.2185794331
527	0.2180654293
528	0.2178106948
529	0.2173076669
530	0.2168148387
531	0.2162830911
532	0.2158349845
533	0.2152317367
534	0.2148397494
535	0.214509021
536	0.2140213852
537	0.2136333392
538	0.2133178015
539	0.2131318368
540	0.2128302294
541	0.2123940861
542	0.2120431621
543	0.2114162829
544	0.2108067771
545	0.2103673426
546	0.2100078822
547	0.2095571083
548	0.2090997478
549	0.2085809789
550	0.2081739147
551	0.2075820265
552	0.2072194612
553	0.2069902414
554	0.2067267742
555	0.206323595
556	0.2061368787
557	0.2058618631
558	0.2054737994
559	0.2051666461
560	0.2045664671
561	0.2043074715
562	0.2038866842
563	0.2035568298
564	0.2032174244
565	0.202845198
566	0.2026865057
567	0.2024059537
568	0.2019481677
569	0.2015946387
570	0.20097701
571	0.2004344534
572	0.1997705051
573	0.1993960604
574	0.1991443839
575	0.1988764469
576	0.1985441326
577	0.1982795553
578	0.1979973104
579	0.1974789913
580	0.1970897848
581	0.1966804017
582	0.1964274137
583	0.1960925336
584	0.1958604241
585	0.1954224544
586	0.195097618
587	0.1948163571
588	0.1943498928
589	0.1941148231
590	0.1937456015
591	0.1933100367
592	0.1929552601
593	0.1926723555
594	0.192287085
595	0.1917653319
596	0.1913567828
597	0.1910772638
598	0.1907068983
599	0.1903942112
600	0.1900745853
601	0.1898809248
602	0.1895853389
603	0.1892960737
604	0.1889981529
605	0.1886055124
606	0.1883020127
607	0.1877791303
608	0.1875218641
609	0.1873618325
610	0.1871736824
611	0.1869014325
612	0.1865888624
613	0.1863528441
614	0.1861451474
615	0.1858768087
616	0.185529437
617	0.1849784197
618	0.1845934204
619	0.1841206939
620	0.1836357987
621	0.1832194166
622	0.1830542988
623	0.1825742681
624	0.1821359196
625	0.1818314834
626	0.1814758079
627	0.1811077154
628	0.1807004047
629	0.180420359
630	0.1801440277
631	0.1799182885
632	0.1796904095
633	0.1793076265
634	0.179179179
635	0.1789297901
636	0.1785995144
637	0.1783535808
638	0.1780657959
639	0.17767944
640	0.1772322453
641	0.1768199722
642	0.1765986258
643	0.1763295883
644	0.1759655798
645	0.1756948271
646	0.1753996913
647	0.1750485937
648	0.1748064311
649	0.1743568854
650	0.1741556018
651	0.1739622839
652	0.173741441
653	0.1732932821
654	0.173059181
655	0.1729101008
656	0.1726255701
657	0.1722122309
658	0.1718902337
659	0.1717296059
660	0.1714788978
661	0.1712073539
662	0.1708291676
663	0.1703553627
664	0.1700260097
665	0.1696086754
666	0.1693313486
667	0.1690893591
668	0.1686770028
669	0.1684268289
670	0.1680848506
671	0.1678292024
672	0.1674266938
673	0.1672357052
674	0.1669811924
675	0.166807421
676	0.1666601157
677	0.1663395347
678	0.1661797734
679	0.1658576341
680	0.1656903711
681	0.1654331429
682	0.1652033866
683	0.1650256061
684	0.1647060775
685	0.1645771991
686	0.1644322029
687	0.1641151844
688	0.1639123193
689	0.1636683195
690	0.1634822318
691	0.1631686279
692	0.162920295
693	0.1628417124
694	0.1626138299
695	0.1624076071
696	0.1621869024
697	0.1618500441
698	0.1614682956
699	0.1610940621
700	0.1608180096
701	0.1605674942
702	0.1603847472
703	0.1600294688
704	0.1597471041
705	0.159523897
706	0.1593738158
707	0.1589047994
708	0.1587429253
709	0.1586100664
710	0.1584716868
711	0.1582053234
712	0.1579062424
713	0.1577173872
714	0.1573433039
715	0.1570706178
716	0.1569186953
717	0.1566250784
718	0.1564973832
719	0.1561986388
720	0.1559476293
721	0.1556405673
722	0.1551953859
723	0.1550557068
724	0.1549577459
725	0.1547767472
726	0.1546005605
727	0.1543101377
728	0.1540292375
729	0.1537715394
730	0.153561852
731	0.1534030918
732	0.1532470717
733	0.1529785058
734	0.1528205156
735	0.1525803808
736	0.152311962
737	0.1519649877
738	0.1517179456
739	0.151575521
740	0.1512404463
741	0.1510649913
742	0.1507823275
743	0.1505715303
744	0.1504390086
745	0.1502688588
746	0.1500798662
747	0.1497253228
748	0.1495887285
749	0.1492886535
750	0.1489550252
751	0.1487567307
752	0.1486164566
753	0.148353392
754	0.1480328343
755	0.1478099969
756	0.1476443046
757	0.1472760768
758	0.1470695171
759	0.1469116626
760	0.1466997363
761	0.1462386911
762	0.1460202696
763	0.1458372092
764	0.1452766901
765	0.1450713865
766	0.144913145
767	0.1446813693
768	0.1445291332
769	0.1443070108
770	0.14412644
771	0.1439773422
772	0.1437968207
773	0.1433682894
774	0.1431695497
775	0.1429577404
776	0.1428444817
777	0.1426037971
778	0.142302904
779	0.1421113474
780	0.1419235893
781	0.1416961613
782	0.1416083846
783	0.1414531386
784	0.1411022387
785	0.1409290287
786	0.1407132599
787	0.140533641
788	0.1403089274
789	0.1402229677
790	0.1401131734
791	0.1399889385
792	0.1397674092
793	0.1396686393
794	0.1395074806
795	0.1393088041
796	0.139048658
797	0.1388865766
798	0.1387916923
799	0.1384316762
800	0.138231426
801	0.138068039
802	0.1378423914
803	0.1377231218
804	0.137485236
805	0.1372401247
806	0.1370904959
807	0.1368878023
808	0.1366812978
809	0.1365545697
810	0.1364475012
811	0.1363316453
812	0.1361222974
813	0.1359601641
814	0.1358002772
815	0.1356252956
816	0.1354240508
817	0.1352800273
818	0.1351905186
819	0.1350089405
820	0.1347477632
821	0.1344934675
822	0.1342414781
823	0.1339779422
824	0.1338874858
825	0.1336859366
826	0.1335304438
827	0.1333949838
828	0.1332984969
829	0.1331538149
830	0.1329428333
831	0.1326405849
832	0.1323975888
833	0.1321810947
834	0.1319853123
835	0.1317457451
836	0.131623488
837	0.1314834665
838	0.1311243142
839	0.1309013707
840	0.1306173439
841	0.1304623052
842	0.1303648136
843	0.1302186215
844	0.1300065479
845	0.1298989134
846	0.1295686974
847	0.12947857
848	0.1293202162
849	0.1291147608
850	0.1289956705
851	0.1288222457
852	0.1286139638
853	0.1284603799
854	0.128192562
855	0.1279615821
856	0.1277602897
857	0.1276338422
858	0.1274783607
859	0.1273666167
860	0.1272213883
861	0.1269446223
862	0.12687053
863	0.1264814345
864	0.1263663786
865	0.126096002
866	0.1259057543
867	0.1257695621
868	0.125669818
869	0.1256152658
870	0.1254746224
871	0.1252710118
872	0.1250799524
873	0.1248817275
874	0.1247157603
875	0.1246276121
876	0.1244791705
877	0.1242896127
878	0.1240406889
879	0.1239165685
880	0.1236831877
881	0.123561748
882	0.1234273041
883	0.1232666039
884	0.1230576321
885	0.1228630882
886	0.1227074744
887	0.1224756167
888	0.1223294289
889	0.1221724654
890	0.1219824564
891	0.1218309378
892	0.1215843309
893	0.1214617721
894	0.1213368132
895	0.1211046017
896	0.1209748996
897	0.1207940163
898	0.1206444286
899	0.1204788118
900	0.120262166
901	0.1200403406
902	0.1198512976
903	0.1197602717
904	0.1196583835
905	0.1194621751
906	0.1192995765
907	0.119122917
908	0.1189774991
909	0.1188460747
910	0.1186543589
911	0.1184019249
912	0.1181143834
913	0.1180349121
914	0.1177994826
915	0.1176276539
916	0.1175397432
917	0.1174382457
918	0.1173781725
919	0.1172838435
920	0.117060905
921	0.1168751772
922	0.1167568868
923	0.1165921954
924	0.1164368014
925	0.116259042
926	0.1160809745
927	0.1159421732
928	0.1156640002
929	0.115510807
930	0.1154056548
931	0.1153036833
932	0.1151294108
933	0.1148973283
934	0.1147633954
935	0.11462592
936	0.1144603017
937	0.1143282715
938	0.114175929
939	0.1140638627
940	0.1138299735
941	0.113624335
942	0.113446227
943	0.1133617331
944	0.1133084959
945	0.1132034707
946	0.1131174079
947	0.1129071272
948	0.1128243728
949	0.1127099881
950	0.1125578918
951	0.1124263839
952	0.1123055365
953	0.112231936
954	0.1121256988
955	0.1119017599
956	0.1117250242
957	0.1116777407
958	0.1115905502
959	0.1114607019
960	0.1113842816
961	0.1113148641
962	0.1111995017
963	0.1110519379
964	0.1108734082
965	0.110766364
966	0.1103921339
967	0.1101443155
968	0.1100253076
969	0.1099259497
970	0.109732077
971	0.1095922632
972	0.1093956413
973	0.1093129453
974	0.1091558213
975	0.1090252234
976	0.1088956716
977	0.1087947292
978	0.1086499125
979	0.1085564148
980	0.1084877752
981	0.108275274
982	0.1081503877
983	0.1080300398
984	0.107789333
985	0.1076966283
986	0.1075360111
987	0.1074151747
988	0.1072343384
989	0.1071265696
990	0.1069888652
991	0.1068945041
992	0.1067129648
993	0.1066069204
994	0.1065208161
995	0.106383128
996	0.1062122932
997	0.1060541237
998	0.1059885818
999	0.1059093306
